0.052,0.048,-0.002,-0.002,0.018,0.001,-0.004,561.5
0.051,0.047,-0.002,-0.002,0.017,0.001,-0.004,562
0.05,0.046,-0.002,-0.003,0.017,0.001,-0.004,562.5
0.049,0.044,-0.002,-0.003,0.017,0.001,-0.004,563
0.047,0.043,-0.003,-0.003,0.016,0.001,-0.004,563.5
0.046,0.042,-0.003,-0.004,0.016,0.001,-0.004,564
0.045,0.04,-0.004,-0.005,0.015,0,-0.004,564.5
0.043,0.039,-0.004,-0.005,0.015,0,-0.004,565
0.041,0.037,-0.005,-0.006,0.014,0,-0.005,565.5
0.039,0.035,-0.006,-0.007,0.013,-0.001,-0.005,566
0.038,0.034,-0.007,-0.008,0.013,-0.001,-0.005,566.5
0.036,0.032,-0.007,-0.008,0.012,-0.001,-0.005,567
0.035,0.031,-0.008,-0.009,0.012,-0.002,-0.006,567.5
0.033,0.03,-0.008,-0.009,0.011,-0.002,-0.006,568
0.032,0.029,-0.008,-0.01,0.011,-0.002,-0.006,568.5
0.031,0.028,-0.009,-0.01,0.01,-0.002,-0.006,569
0.03,0.027,-0.009,-0.011,0.01,-0.002,-0.006,569.5
0.029,0.026,-0.009,-0.011,0.01,-0.002,-0.006,570
0.028,0.025,-0.01,-0.011,0.01,-0.002,-0.006,570.5
0.027,0.024,-0.01,-0.012,0.009,-0.002,-0.006,571
0.026,0.023,-0.01,-0.012,0.009,-0.002,-0.006,571.5
0.025,0.022,-0.01,-0.012,0.009,-0.002,-0.006,572
0.024,0.021,-0.011,-0.012,0.009,-0.002,-0.006,572.5
0.023,0.02,-0.011,-0.013,0.008,-0.002,-0.006,573
0.022,0.019,-0.011,-0.013,0.008,-0.003,-0.006,573.5
0.021,0.018,-0.011,-0.014,0.007,-0.003,-0.006,574
0.02,0.017,-0.012,-0.014,0.007,-0.003,-0.007,574.5
0.019,0.016,-0.012,-0.014,0.007,-0.003,-0.007,575
0.018,0.016,-0.013,-0.015,0.006,-0.003,-0.007,575.5
0.017,0.015,-0.013,-0.015,0.006,-0.003,-0.007,576
0.016,0.014,-0.013,-0.015,0.006,-0.003,-0.007,576.5
0.016,0.013,-0.013,-0.016,0.006,-0.003,-0.007,577
0.015,0.013,-0.014,-0.016,0.006,-0.004,-0.007,577.5
0.014,0.012,-0.014,-0.016,0.005,-0.004,-0.007,578
0.013,0.012,-0.014,-0.016,0.005,-0.004,-0.007,578.5
0.013,0.011,-0.014,-0.016,0.005,-0.004,-0.007,579
0.012,0.01,-0.014,-0.016,0.005,-0.004,-0.007,579.5
0.011,0.01,-0.015,-0.017,0.005,-0.004,-0.007,580
0.011,0.009,-0.015,-0.017,0.005,-0.004,-0.007,580.5
0.01,0.009,-0.015,-0.017,0.005,-0.004,-0.007,581
0.01,0.008,-0.015,-0.017,0.004,-0.004,-0.007,581.5
0.009,0.008,-0.015,-0.017,0.004,-0.004,-0.007,582
0.008,0.007,-0.016,-0.017,0.004,-0.004,-0.007,582.5
0.008,0.007,-0.016,-0.017,0.004,-0.004,-0.007,583
0.007,0.006,-0.016,-0.018,0.004,-0.004,-0.007,583.5
0.007,0.006,-0.016,-0.018,0.004,-0.004,-0.007,584
0.006,0.005,-0.016,-0.018,0.004,-0.004,-0.007,584.5
0.006,0.005,-0.016,-0.018,0.003,-0.004,-0.007,585
0.006,0.004,-0.016,-0.018,0.003,-0.004,-0.007,585.5
0.005,0.004,-0.016,-0.018,0.003,-0.004,-0.007,586
0.005,0.004,-0.016,-0.018,0.003,-0.004,-0.007,586.5
0.004,0.003,-0.017,-0.018,0.003,-0.004,-0.007,587
0.004,0.003,-0.017,-0.018,0.003,-0.004,-0.007,587.5
0.004,0.002,-0.017,-0.018,0.003,-0.004,-0.007,588
0.003,0.002,-0.017,-0.018,0.003,-0.004,-0.007,588.5
0.003,0.002,-0.017,-0.018,0.003,-0.004,-0.007,589
0.003,0.002,-0.017,-0.018,0.003,-0.004,-0.007,589.5
0.002,0.001,-0.017,-0.019,0.003,-0.004,-0.007,590
0.002,0.001,-0.017,-0.019,0.003,-0.004,-0.007,590.5
0.002,0.001,-0.017,-0.019,0.002,-0.004,-0.007,591
0.001,0.001,-0.017,-0.019,0.002,-0.004,-0.007,591.5
0.001,0.001,-0.017,-0.019,0.003,-0.004,-0.007,592
0.001,0,-0.017,-0.019,0.003,-0.004,-0.007,592.5
0.001,0,-0.017,-0.019,0.003,-0.004,-0.007,593
0.001,0,-0.017,-0.019,0.003,-0.004,-0.007,593.5
0,0,-0.017,-0.019,0.003,-0.004,-0.007,594
0,0,-0.017,-0.018,0.003,-0.004,-0.007,594.5
0,0,-0.016,-0.018,0.003,-0.004,-0.007,595
0,0,-0.016,-0.018,0.003,-0.004,-0.007,595.5
0,-0.001,-0.016,-0.018,0.003,-0.004,-0.007,596
0,-0.001,-0.016,-0.018,0.003,-0.003,-0.007,596.5
0,-0.001,-0.016,-0.018,0.003,-0.003,-0.006,597
0,-0.001,-0.016,-0.018,0.003,-0.004,-0.007,597.5
0,-0.001,-0.016,-0.018,0.003,-0.003,-0.006,598
-0.001,-0.001,-0.016,-0.018,0.003,-0.003,-0.006,598.5
-0.001,-0.001,-0.016,-0.018,0.003,-0.003,-0.006,599
-0.001,-0.002,-0.016,-0.018,0.003,-0.003,-0.006,599.5
-0.001,-0.002,-0.016,-0.018,0.003,-0.003,-0.006,600
